session_id,user_id,event_date,event_month,event_quarter,product_id,category,brand,price,discount_%,device_type,traffic_source,gender,age_group,city,pages_viewed,time_spent_min,funnel_stage,is_cart,is_checkout,is_purchase,cart_abandoned,revenue
SESS003930,USR07817,11-06-2024,Jun-24,Q2 2024,PROD8229,electronics.headphone,Sony,27143.16,25,Mobile,Referral,Male,35-44,Bangalore,10,19.3,Purchase,1,1,1,0,20357.37
SESS003931,USR01782,02-05-2024,May-24,Q2 2024,PROD4372,electronics.tablet,Apple,31406.92,30,Mobile,Organic Search,Female,25-34,Hyderabad,2,40.4,Cart,1,0,0,1,0
SESS003932,USR01327,24-10-2024,Oct-24,Q4 2024,PROD6477,apparel.accessories,Fossil,12337.96,0,Mobile,Paid Ad,Male,35-44,Hyderabad,15,12,View,0,0,0,0,0
SESS003933,USR06669,04-05-2024,May-24,Q2 2024,PROD1306,grocery.food,Nestle,533.96,30,Mobile,Social Media,Male,35-44,Mumbai,12,19.1,Purchase,1,1,1,0,373.77
SESS003934,USR05860,04-02-2024,Feb-24,Q1 2024,PROD3113,electronics.tablet,Apple,74238.67,0,Mobile,Paid Ad,Female,25-34,Mumbai,9,7.3,Checkout,1,1,0,1,0
SESS003935,USR00195,22-09-2024,Sep-24,Q3 2024,PROD3207,grocery.food,Nestle,475.35,0,Mobile,Email Campaign,Male,25-34,Lucknow,5,43.8,Cart,1,0,0,1,0
SESS003936,USR04507,04-04-2024,Apr-24,Q2 2024,PROD4138,books.fiction,Simon & Schuster,439.65,25,Mobile,Direct,Female,35-44,Chennai,13,3.4,Purchase,1,1,1,0,329.74
SESS003937,USR06997,23-05-2024,May-24,Q2 2024,PROD1337,electronics.smartphone,Apple,55861.27,25,Desktop,Paid Ad,Female,18-24,Ahmedabad,4,29.2,View,0,0,0,0,0
SESS003938,USR05933,23-01-2024,Jan-24,Q1 2024,PROD2711,apparel.footwear,Puma,2790.77,0,Mobile,Direct,Male,18-24,Mumbai,7,16.6,Purchase,1,1,1,0,2790.77
SESS003939,USR02411,26-02-2024,Feb-24,Q1 2024,PROD5788,home.decor,IKEA,805.4,15,Desktop,Organic Search,Female,35-44,Bangalore,4,5.9,Cart,1,0,0,1,0
SESS003940,USR07865,29-08-2024,Aug-24,Q3 2024,PROD1775,sports.clothing,Under Armour,1492.46,0,Desktop,Organic Search,Male,25-34,Pune,13,43.9,Checkout,1,1,0,1,0
SESS003941,USR01048,07-03-2024,Mar-24,Q1 2024,PROD8606,apparel.accessories,Titan,6637.32,20,Mobile,Social Media,Male,35-44,Jaipur,11,4.3,Purchase,1,1,1,0,5309.86
SESS003942,USR00629,08-09-2024,Sep-24,Q3 2024,PROD8437,books.education,Wiley,1487.57,25,Mobile,Referral,Male,25-34,Hyderabad,7,21.7,Purchase,1,1,1,0,1115.68
SESS003943,USR07085,02-12-2024,Dec-24,Q4 2024,PROD8613,electronics.tablet,Samsung,45007.07,5,Desktop,Social Media,Female,25-34,Hyderabad,2,6.2,Checkout,1,1,0,1,0
SESS003944,USR00689,25-11-2024,Nov-24,Q4 2024,PROD8478,grocery.food,Haldirams,262.05,0,Mobile,Paid Ad,Female,25-34,Hyderabad,11,36.1,View,0,0,0,0,0
SESS003945,USR03904,27-10-2024,Oct-24,Q4 2024,PROD2915,apparel.accessories,Fossil,4486.21,30,Mobile,Paid Ad,Male,25-34,Mumbai,5,14.7,Cart,1,0,0,1,0
SESS003946,USR04177,23-05-2024,May-24,Q2 2024,PROD4659,electronics.tablet,Amazon,67980.94,0,Mobile,Social Media,Female,18-24,Ahmedabad,2,24.5,Cart,1,0,0,1,0
SESS003947,USR07983,06-05-2024,May-24,Q2 2024,PROD1656,grocery.beverages,Tropicana,396.06,0,Mobile,Referral,Female,45-54,Kolkata,11,28.7,View,0,0,0,0,0
SESS003948,USR03969,03-10-2024,Oct-24,Q4 2024,PROD2737,home.furniture,Pepperfry,31751.19,20,Tablet,Social Media,Female,25-34,Chennai,11,15,Purchase,1,1,1,0,25400.95
SESS003949,USR00271,30-04-2024,Apr-24,Q2 2024,PROD4132,home.appliances,LG,33348.69,0,Desktop,Organic Search,Female,25-34,Bangalore,10,8.6,Checkout,1,1,0,1,0
SESS003950,USR02591,21-09-2024,Sep-24,Q3 2024,PROD4733,beauty.skincare,Neutrogena,2837.99,25,Mobile,Direct,Female,35-44,Mumbai,6,38.2,View,0,0,0,0,0
SESS003951,USR00447,22-08-2024,Aug-24,Q3 2024,PROD4231,sports.clothing,Nike,3163.82,0,Desktop,Organic Search,Other,25-34,Pune,9,29.7,View,0,0,0,0,0
SESS003952,USR07335,21-06-2024,Jun-24,Q2 2024,PROD6705,home.appliances,LG,27774,15,Mobile,Referral,Male,25-34,Lucknow,13,10.2,View,0,0,0,0,0
SESS003953,USR07676,28-12-2024,Dec-24,Q4 2024,PROD9456,electronics.laptop,Apple,119855.59,25,Mobile,Organic Search,Female,35-44,Bangalore,10,30.7,Cart,1,0,0,1,0
SESS003954,USR07928,24-02-2024,Feb-24,Q1 2024,PROD3218,books.education,Oxford,1359.82,0,Tablet,Paid Ad,Female,45-54,Delhi,13,41.7,Cart,1,0,0,1,0
SESS003955,USR01146,10-09-2024,Sep-24,Q3 2024,PROD6084,electronics.smartphone,OnePlus,9559.82,0,Mobile,Organic Search,Female,25-34,Chennai,13,43.7,Purchase,1,1,1,0,9559.82
SESS003956,USR02418,08-12-2024,Dec-24,Q4 2024,PROD7013,home.decor,IKEA,5598.24,0,Desktop,Direct,Male,18-24,Pune,8,24.4,Purchase,1,1,1,0,5598.24
SESS003957,USR02290,09-10-2024,Oct-24,Q4 2024,PROD6089,electronics.headphone,Sony,28600.65,0,Mobile,Organic Search,Male,18-24,Mumbai,7,18.7,Cart,1,0,0,1,0
SESS003958,USR02107,29-05-2024,May-24,Q2 2024,PROD3065,beauty.skincare,Lakme,2885.8,25,Mobile,Organic Search,Female,25-34,Mumbai,5,37.2,View,0,0,0,0,0
SESS003959,USR02120,09-01-2024,Jan-24,Q1 2024,PROD2883,grocery.beverages,Tropicana,250.91,25,Mobile,Paid Ad,Female,35-44,Pune,2,22.8,Purchase,1,1,1,0,188.18
SESS003960,USR01892,20-12-2024,Dec-24,Q4 2024,PROD1770,apparel.accessories,Casio,5231.34,5,Mobile,Referral,Male,18-24,Kolkata,5,29.9,Purchase,1,1,1,0,4969.77
SESS003961,USR00239,03-12-2024,Dec-24,Q4 2024,PROD7163,sports.clothing,Adidas,884.57,25,Mobile,Paid Ad,Female,35-44,Bangalore,7,34.9,Checkout,1,1,0,1,0
SESS003962,USR02101,13-05-2024,May-24,Q2 2024,PROD1934,toys.kids,LEGO,3847.38,30,Mobile,Social Media,Female,55+,Mumbai,13,43.2,Purchase,1,1,1,0,2693.17
SESS003963,USR06577,29-10-2024,Oct-24,Q4 2024,PROD9195,sports.clothing,Reebok,2647.58,20,Mobile,Social Media,Female,55+,Delhi,10,6.9,Purchase,1,1,1,0,2118.06
SESS003964,USR01318,03-03-2024,Mar-24,Q1 2024,PROD9640,beauty.makeup,NYX,284.86,5,Desktop,Referral,Female,25-34,Chennai,2,41.8,View,0,0,0,0,0
SESS003965,USR04192,12-02-2024,Feb-24,Q1 2024,PROD5054,sports.equipment,Adidas,5278.69,15,Desktop,Organic Search,Female,25-34,Chennai,14,12.3,Checkout,1,1,0,1,0
SESS003966,USR06682,26-03-2024,Mar-24,Q1 2024,PROD3043,home.appliances,Philips,21139.03,0,Mobile,Email Campaign,Male,18-24,Mumbai,8,16.8,Purchase,1,1,1,0,21139.03
SESS003967,USR03889,23-08-2024,Aug-24,Q3 2024,PROD4965,electronics.laptop,Dell,55716.31,0,Mobile,Paid Ad,Female,25-34,Hyderabad,5,9.3,Cart,1,0,0,1,0
SESS003968,USR03124,17-04-2024,Apr-24,Q2 2024,PROD6416,books.fiction,HarperCollins,168.42,0,Tablet,Email Campaign,Male,35-44,Lucknow,7,6.6,Purchase,1,1,1,0,168.42
SESS003969,USR05504,12-05-2024,May-24,Q2 2024,PROD6514,electronics.camera,Nikon,27964.58,0,Desktop,Direct,Female,18-24,Mumbai,2,28.8,Checkout,1,1,0,1,0
SESS003970,USR07538,07-09-2024,Sep-24,Q3 2024,PROD1189,electronics.smartphone,Apple,9999.29,20,Mobile,Email Campaign,Male,35-44,Lucknow,2,11.5,Checkout,1,1,0,1,0
SESS003971,USR01671,31-03-2024,Mar-24,Q1 2024,PROD3106,electronics.laptop,Dell,70060.11,10,Mobile,Push Notification,Male,25-34,Mumbai,2,44,View,0,0,0,0,0
SESS003972,USR05299,06-07-2024,Jul-24,Q3 2024,PROD5003,sports.equipment,Wilson,13252.72,10,Mobile,Social Media,Male,25-34,Bangalore,14,9.4,Checkout,1,1,0,1,0
SESS003973,USR02589,25-02-2024,Feb-24,Q1 2024,PROD7706,sports.equipment,Decathlon,2912.02,10,Mobile,Organic Search,Male,35-44,Kolkata,11,14.4,View,0,0,0,0,0
SESS003974,USR01161,10-06-2024,Jun-24,Q2 2024,PROD6397,sports.equipment,Decathlon,10911.8,15,Mobile,Paid Ad,Female,45-54,Hyderabad,4,20,Cart,1,0,0,1,0
SESS003975,USR01264,31-01-2024,Jan-24,Q1 2024,PROD7041,home.decor,Fabindia,5842.74,10,Mobile,Social Media,Male,35-44,Bangalore,9,5.2,Purchase,1,1,1,0,5258.47
SESS003976,USR01499,30-10-2024,Oct-24,Q4 2024,PROD7069,apparel.footwear,Adidas,1961.4,30,Mobile,Organic Search,Male,55+,Bangalore,4,37.2,View,0,0,0,0,0
SESS003977,USR01690,17-09-2024,Sep-24,Q3 2024,PROD3808,toys.games,Xbox,13200.48,0,Mobile,Email Campaign,Female,45-54,Pune,9,1.8,Purchase,1,1,1,0,13200.48
SESS003978,USR04062,15-02-2024,Feb-24,Q1 2024,PROD9330,home.furniture,IKEA,43897.2,25,Mobile,Paid Ad,Male,35-44,Hyderabad,10,31,Purchase,1,1,1,0,32922.9
SESS003979,USR02955,02-04-2024,Apr-24,Q2 2024,PROD6867,beauty.skincare,Olay,2749.4,25,Mobile,Direct,Female,45-54,Delhi,5,31.8,Cart,1,0,0,1,0
SESS003980,USR03953,16-10-2024,Oct-24,Q4 2024,PROD5480,beauty.skincare,Olay,2369.02,5,Desktop,Organic Search,Other,18-24,Chennai,7,12.3,View,0,0,0,0,0
SESS003981,USR03500,16-07-2024,Jul-24,Q3 2024,PROD1142,beauty.makeup,Maybelline,385.47,30,Desktop,Direct,Female,55+,Chennai,10,24.2,Purchase,1,1,1,0,269.83
SESS003982,USR03197,05-07-2024,Jul-24,Q3 2024,PROD8495,beauty.makeup,Nykaa,1850.68,5,Desktop,Paid Ad,Female,45-54,Mumbai,13,16.7,Cart,1,0,0,1,0
SESS003983,USR04864,30-11-2024,Nov-24,Q4 2024,PROD5755,apparel.accessories,Titan,13596.58,0,Desktop,Paid Ad,Male,25-34,Lucknow,13,17.4,View,0,0,0,0,0
SESS003984,USR00182,09-05-2024,May-24,Q2 2024,PROD6905,beauty.skincare,Neutrogena,1483.2,5,Desktop,Direct,Male,18-24,Jaipur,13,44,Checkout,1,1,0,1,0
SESS003985,USR00357,13-03-2024,Mar-24,Q1 2024,PROD4646,electronics.tablet,Amazon,14231.26,10,Desktop,Paid Ad,Male,25-34,Mumbai,14,28.6,Cart,1,0,0,1,0
SESS003986,USR03608,03-07-2024,Jul-24,Q3 2024,PROD3229,grocery.beverages,PepsiCo,216.66,0,Desktop,Organic Search,Male,18-24,Bangalore,11,42.2,Checkout,1,1,0,1,0
SESS003987,USR02431,21-04-2024,Apr-24,Q2 2024,PROD1930,apparel.footwear,Nike,5642.28,5,Mobile,Social Media,Female,18-24,Jaipur,3,17,Purchase,1,1,1,0,5360.17
SESS003988,USR05674,28-09-2024,Sep-24,Q3 2024,PROD9331,grocery.beverages,Dabur,145.87,0,Desktop,Organic Search,Male,25-34,Hyderabad,5,42.7,Cart,1,0,0,1,0
SESS003989,USR04696,06-08-2024,Aug-24,Q3 2024,PROD4977,home.appliances,Samsung,27898.64,25,Mobile,Organic Search,Female,35-44,Bangalore,2,35.5,Checkout,1,1,0,1,0
SESS003990,USR02168,05-06-2024,Jun-24,Q2 2024,PROD6507,grocery.beverages,Tropicana,371.18,15,Mobile,Direct,Male,25-34,Hyderabad,10,31.6,Checkout,1,1,0,1,0
SESS003991,USR02901,17-08-2024,Aug-24,Q3 2024,PROD3839,sports.clothing,Under Armour,3553.05,0,Desktop,Paid Ad,Male,25-34,Bangalore,12,9.1,Cart,1,0,0,1,0
SESS003992,USR07161,27-09-2024,Sep-24,Q3 2024,PROD2744,beauty.makeup,L'Oreal,1869.91,0,Tablet,Social Media,Female,25-34,Jaipur,4,6.4,Purchase,1,1,1,0,1869.91
SESS003993,USR02293,20-07-2024,Jul-24,Q3 2024,PROD4418,electronics.smartphone,Apple,23355.96,0,Desktop,Social Media,Male,25-34,Bangalore,14,30.1,Cart,1,0,0,1,0
SESS003994,USR00839,29-12-2024,Dec-24,Q4 2024,PROD5433,sports.clothing,Reebok,3705.24,10,Tablet,Direct,Female,45-54,Mumbai,1,34.6,Purchase,1,1,1,0,3334.72
SESS003995,USR02279,11-02-2024,Feb-24,Q1 2024,PROD2626,home.decor,Pepperfry,5411.11,5,Mobile,Paid Ad,Female,25-34,Mumbai,3,25.1,Cart,1,0,0,1,0
SESS003996,USR07840,28-12-2024,Dec-24,Q4 2024,PROD3225,electronics.headphone,Sony,10831.34,30,Desktop,Social Media,Female,45-54,Bangalore,14,36.3,Checkout,1,1,0,1,0
SESS003997,USR01327,13-12-2024,Dec-24,Q4 2024,PROD5783,electronics.laptop,Apple,121868.12,15,Desktop,Paid Ad,Male,35-44,Hyderabad,11,15.6,View,0,0,0,0,0
SESS003998,USR07753,08-09-2024,Sep-24,Q3 2024,PROD7881,books.education,Oxford,996.24,0,Mobile,Social Media,Male,25-34,Jaipur,8,35.9,View,0,0,0,0,0
SESS003999,USR01722,23-11-2024,Nov-24,Q4 2024,PROD4755,home.furniture,Pepperfry,12417.1,0,Desktop,Email Campaign,Male,25-34,Delhi,15,20.8,Checkout,1,1,0,1,0
SESS004000,USR04261,10-02-2024,Feb-24,Q1 2024,PROD4065,apparel.footwear,Converse,3636.73,0,Mobile,Organic Search,Male,55+,Pune,14,43.2,View,0,0,0,0,0
SESS004001,USR01131,04-02-2024,Feb-24,Q1 2024,PROD3705,home.decor,IKEA,4070.82,10,Mobile,Organic Search,Female,25-34,Pune,5,9.1,Purchase,1,1,1,0,3663.74
SESS004002,USR05710,24-06-2024,Jun-24,Q2 2024,PROD7269,books.education,Wiley,1921.54,0,Mobile,Email Campaign,Female,35-44,Ahmedabad,4,39.4,Cart,1,0,0,1,0
SESS004003,USR02921,01-07-2024,Jul-24,Q3 2024,PROD1431,books.fiction,Penguin,222.41,30,Desktop,Paid Ad,Male,35-44,Bangalore,3,0.7,View,0,0,0,0,0
SESS004004,USR04556,27-01-2024,Jan-24,Q1 2024,PROD6920,sports.clothing,Adidas,509.16,5,Mobile,Email Campaign,Female,25-34,Pune,8,28.2,Cart,1,0,0,1,0
SESS004005,USR06964,08-04-2024,Apr-24,Q2 2024,PROD8804,apparel.accessories,Fossil,14744.88,0,Tablet,Direct,Female,18-24,Pune,15,42.6,Purchase,1,1,1,0,14744.88
SESS004006,USR04237,16-12-2024,Dec-24,Q4 2024,PROD3619,home.furniture,IKEA,44898.73,15,Mobile,Organic Search,Male,35-44,Mumbai,12,20.7,Checkout,1,1,0,1,0
SESS004007,USR06795,10-01-2024,Jan-24,Q1 2024,PROD9914,electronics.smartphone,Realme,18755.19,25,Mobile,Social Media,Male,18-24,Ahmedabad,1,27.5,View,0,0,0,0,0
SESS004008,USR00226,03-03-2024,Mar-24,Q1 2024,PROD3566,grocery.food,Amul,131.12,10,Desktop,Paid Ad,Male,25-34,Jaipur,9,26.5,View,0,0,0,0,0
SESS004009,USR02010,08-03-2024,Mar-24,Q1 2024,PROD1619,toys.kids,Hasbro,2980.1,15,Desktop,Paid Ad,Female,35-44,Mumbai,4,9.8,Purchase,1,1,1,0,2533.09
SESS004010,USR07430,23-08-2024,Aug-24,Q3 2024,PROD2883,toys.kids,Fisher-Price,4746.56,0,Tablet,Organic Search,Female,25-34,Delhi,6,20.3,View,0,0,0,0,0
SESS004011,USR01611,10-08-2024,Aug-24,Q3 2024,PROD1928,electronics.smartphone,Realme,45855.79,10,Mobile,Paid Ad,Female,35-44,Mumbai,14,0.6,Purchase,1,1,1,0,41270.21
SESS004012,USR03809,03-03-2024,Mar-24,Q1 2024,PROD5582,home.furniture,IKEA,10126.4,0,Mobile,Email Campaign,Male,18-24,Chennai,4,42,Cart,1,0,0,1,0
SESS004013,USR05123,21-09-2024,Sep-24,Q3 2024,PROD6727,grocery.food,Amul,518.94,15,Mobile,Email Campaign,Male,18-24,Hyderabad,12,35.3,View,0,0,0,0,0
SESS004014,USR04434,04-06-2024,Jun-24,Q2 2024,PROD2588,home.furniture,IKEA,30209.65,25,Mobile,Organic Search,Female,25-34,Ahmedabad,6,2.4,View,0,0,0,0,0
SESS004015,USR02033,06-03-2024,Mar-24,Q1 2024,PROD7444,home.decor,Westside,5089.59,20,Desktop,Referral,Male,45-54,Kolkata,8,8.4,Purchase,1,1,1,0,4071.67
SESS004016,USR00856,21-01-2024,Jan-24,Q1 2024,PROD3200,grocery.food,Nestle,323.63,5,Mobile,Referral,Male,18-24,Lucknow,5,35.8,Checkout,1,1,0,1,0
SESS004017,USR02216,24-07-2024,Jul-24,Q3 2024,PROD5247,home.furniture,IKEA,34734.99,20,Desktop,Paid Ad,Male,35-44,Delhi,3,5.2,View,0,0,0,0,0
SESS004018,USR01585,24-02-2024,Feb-24,Q1 2024,PROD5694,beauty.makeup,Nykaa,3505.31,20,Desktop,Paid Ad,Other,55+,Delhi,7,35.4,Cart,1,0,0,1,0
SESS004019,USR07936,15-10-2024,Oct-24,Q4 2024,PROD7872,electronics.laptop,Apple,94489.1,15,Mobile,Social Media,Male,18-24,Delhi,9,33.2,Cart,1,0,0,1,0
SESS004020,USR03658,28-01-2024,Jan-24,Q1 2024,PROD2409,beauty.skincare,Himalaya,364.82,20,Mobile,Organic Search,Female,55+,Ahmedabad,7,29.2,Cart,1,0,0,1,0
SESS004021,USR01239,17-08-2024,Aug-24,Q3 2024,PROD9257,sports.equipment,Adidas,19017.54,25,Mobile,Email Campaign,Female,25-34,Pune,10,11,Cart,1,0,0,1,0
SESS004022,USR07314,07-02-2024,Feb-24,Q1 2024,PROD1858,home.furniture,Godrej,23816.68,5,Desktop,Paid Ad,Male,18-24,Mumbai,3,12.9,Purchase,1,1,1,0,22625.85
SESS004023,USR00898,16-03-2024,Mar-24,Q1 2024,PROD9544,sports.equipment,Adidas,7449.3,5,Desktop,Paid Ad,Female,35-44,Bangalore,15,40.3,Purchase,1,1,1,0,7076.84
SESS004024,USR03593,29-05-2024,May-24,Q2 2024,PROD1044,grocery.food,Nestle,306.89,5,Desktop,Direct,Female,25-34,Mumbai,1,22,Cart,1,0,0,1,0
SESS004025,USR00560,09-08-2024,Aug-24,Q3 2024,PROD3923,books.education,Wiley,871.89,0,Desktop,Social Media,Female,45-54,Chennai,15,31.5,Purchase,1,1,1,0,871.89
SESS004026,USR06830,24-06-2024,Jun-24,Q2 2024,PROD4413,apparel.accessories,Casio,7309.53,0,Desktop,Paid Ad,Male,35-44,Kolkata,13,22.6,Cart,1,0,0,1,0
SESS004027,USR07300,07-05-2024,May-24,Q2 2024,PROD3528,books.fiction,Penguin,792.85,15,Desktop,Organic Search,Female,25-34,Delhi,1,1.7,Cart,1,0,0,1,0
SESS004028,USR04145,07-07-2024,Jul-24,Q3 2024,PROD2886,grocery.beverages,Dabur,400.21,10,Mobile,Organic Search,Female,25-34,Chennai,4,6.8,View,0,0,0,0,0
SESS004029,USR06354,01-01-2024,Jan-24,Q1 2024,PROD9841,home.decor,Westside,451.85,25,Mobile,Social Media,Female,25-34,Jaipur,15,39.3,Purchase,1,1,1,0,338.89
SESS004030,USR01744,16-01-2024,Jan-24,Q1 2024,PROD4367,sports.equipment,Yonex,1400.47,10,Desktop,Organic Search,Male,35-44,Ahmedabad,4,40.6,View,0,0,0,0,0
SESS004031,USR07457,05-03-2024,Mar-24,Q1 2024,PROD4097,apparel.accessories,Ray-Ban,5406.48,20,Mobile,Paid Ad,Female,45-54,Kolkata,10,23.4,Purchase,1,1,1,0,4325.18
SESS004032,USR04392,13-08-2024,Aug-24,Q3 2024,PROD8271,beauty.skincare,Himalaya,2686.57,25,Desktop,Organic Search,Female,55+,Mumbai,14,43.5,Purchase,1,1,1,0,2014.93
SESS004033,USR03492,20-02-2024,Feb-24,Q1 2024,PROD7182,electronics.laptop,Dell,87339.96,5,Mobile,Social Media,Female,25-34,Lucknow,14,12.9,View,0,0,0,0,0
SESS004034,USR03647,04-12-2024,Dec-24,Q4 2024,PROD2299,electronics.laptop,Dell,122991.76,10,Desktop,Organic Search,Female,25-34,Mumbai,8,44.6,View,0,0,0,0,0
SESS004035,USR04587,02-05-2024,May-24,Q2 2024,PROD7251,sports.clothing,Nike,2777.14,25,Mobile,Social Media,Male,18-24,Bangalore,9,41,Cart,1,0,0,1,0
SESS004036,USR07168,03-06-2024,Jun-24,Q2 2024,PROD9024,electronics.tablet,Lenovo,72442.46,15,Mobile,Organic Search,Male,18-24,Ahmedabad,14,0.8,View,0,0,0,0,0
SESS004037,USR03070,17-03-2024,Mar-24,Q1 2024,PROD9577,books.education,Wiley,972.35,25,Mobile,Referral,Female,25-34,Mumbai,5,34.3,View,0,0,0,0,0
SESS004038,USR02246,17-11-2024,Nov-24,Q4 2024,PROD4831,apparel.clothing,Nike,2677.75,30,Mobile,Paid Ad,Female,55+,Chennai,2,11.7,Cart,1,0,0,1,0
SESS004039,USR01419,12-02-2024,Feb-24,Q1 2024,PROD3818,sports.equipment,Nike,14321.64,5,Mobile,Direct,Male,25-34,Hyderabad,11,7.7,Checkout,1,1,0,1,0
SESS004040,USR04721,08-01-2024,Jan-24,Q1 2024,PROD1390,grocery.beverages,PepsiCo,87.66,0,Mobile,Social Media,Male,25-34,Ahmedabad,8,31.6,View,0,0,0,0,0
SESS004041,USR07945,18-09-2024,Sep-24,Q3 2024,PROD5474,electronics.camera,Canon,45394.17,15,Desktop,Push Notification,Male,25-34,Mumbai,5,41.6,Cart,1,0,0,1,0
SESS004042,USR07567,26-02-2024,Feb-24,Q1 2024,PROD5356,books.fiction,Penguin,386.2,20,Desktop,Paid Ad,Female,25-34,Lucknow,12,42.8,Cart,1,0,0,1,0
SESS004043,USR02431,22-10-2024,Oct-24,Q4 2024,PROD4779,home.furniture,Urban Ladder,28306.7,20,Mobile,Paid Ad,Female,18-24,Jaipur,2,40.2,Checkout,1,1,0,1,0
SESS004044,USR06051,08-09-2024,Sep-24,Q3 2024,PROD7564,beauty.makeup,MAC,1872.65,25,Mobile,Email Campaign,Female,35-44,Pune,15,35.5,Purchase,1,1,1,0,1404.49
SESS004045,USR03273,24-07-2024,Jul-24,Q3 2024,PROD7305,home.appliances,Whirlpool,29203.7,20,Desktop,Paid Ad,Female,25-34,Mumbai,14,11.7,View,0,0,0,0,0
SESS004046,USR02891,24-11-2024,Nov-24,Q4 2024,PROD6603,electronics.camera,Canon,67514.06,10,Desktop,Direct,Male,45-54,Delhi,3,26.6,View,0,0,0,0,0
SESS004047,USR02627,27-05-2024,May-24,Q2 2024,PROD2016,apparel.clothing,Zara,2607.75,30,Tablet,Email Campaign,Male,45-54,Mumbai,10,28.2,Cart,1,0,0,1,0
SESS004048,USR01101,03-07-2024,Jul-24,Q3 2024,PROD8668,grocery.beverages,Tropicana,498.15,0,Desktop,Social Media,Male,35-44,Pune,5,33.4,View,0,0,0,0,0
SESS004049,USR03532,06-11-2024,Nov-24,Q4 2024,PROD7785,electronics.tablet,Lenovo,58463.92,30,Mobile,Organic Search,Female,18-24,Delhi,3,27,Cart,1,0,0,1,0
SESS004050,USR05566,18-01-2024,Jan-24,Q1 2024,PROD5515,apparel.accessories,Ray-Ban,11884.27,25,Mobile,Organic Search,Male,25-34,Chennai,1,17.4,View,0,0,0,0,0
SESS004051,USR03399,24-03-2024,Mar-24,Q1 2024,PROD5026,sports.equipment,Nike,11891.05,10,Mobile,Social Media,Male,25-34,Bangalore,13,39.1,View,0,0,0,0,0
SESS004052,USR01590,03-05-2024,May-24,Q2 2024,PROD4916,electronics.tablet,Samsung,79987.72,0,Mobile,Organic Search,Female,35-44,Chennai,14,1.4,View,0,0,0,0,0
SESS004053,USR00918,30-06-2024,Jun-24,Q2 2024,PROD7561,books.education,McGraw-Hill,1403.45,15,Mobile,Organic Search,Female,45-54,Delhi,5,22.8,View,0,0,0,0,0
SESS004054,USR04081,01-07-2024,Jul-24,Q3 2024,PROD5743,home.furniture,Pepperfry,8404.63,0,Mobile,Push Notification,Female,35-44,Kolkata,3,25.8,View,0,0,0,0,0
SESS004055,USR02265,26-06-2024,Jun-24,Q2 2024,PROD5144,apparel.footwear,Reebok,5064.6,30,Mobile,Paid Ad,Female,45-54,Hyderabad,8,32,View,0,0,0,0,0
SESS004056,USR00597,28-11-2024,Nov-24,Q4 2024,PROD4272,sports.clothing,Under Armour,3566.9,0,Mobile,Social Media,Female,25-34,Delhi,9,20.8,Checkout,1,1,0,1,0
SESS004057,USR02689,06-05-2024,May-24,Q2 2024,PROD8078,home.appliances,Whirlpool,38276.75,30,Desktop,Organic Search,Female,35-44,Bangalore,11,44.4,Checkout,1,1,0,1,0
SESS004058,USR04712,04-02-2024,Feb-24,Q1 2024,PROD5101,home.appliances,Bosch,18338.48,0,Desktop,Email Campaign,Male,18-24,Delhi,8,29.6,View,0,0,0,0,0
SESS004059,USR05592,09-08-2024,Aug-24,Q3 2024,PROD2816,home.decor,IKEA,5632.25,20,Mobile,Paid Ad,Female,25-34,Mumbai,3,12.2,Purchase,1,1,1,0,4505.8
SESS004060,USR02512,30-10-2024,Oct-24,Q4 2024,PROD3754,toys.games,Razer,6603.12,30,Mobile,Paid Ad,Female,25-34,Bangalore,4,18,View,0,0,0,0,0
SESS004061,USR03536,29-10-2024,Oct-24,Q4 2024,PROD8950,books.education,McGraw-Hill,1705.72,25,Desktop,Organic Search,Male,45-54,Hyderabad,8,9,Cart,1,0,0,1,0
SESS004062,USR06869,08-03-2024,Mar-24,Q1 2024,PROD1064,toys.kids,LEGO,725.14,25,Mobile,Paid Ad,Female,18-24,Pune,11,44.5,Purchase,1,1,1,0,543.86
SESS004063,USR04971,05-01-2024,Jan-24,Q1 2024,PROD3084,electronics.laptop,Asus,64101,25,Mobile,Direct,Male,25-34,Lucknow,4,24.5,View,0,0,0,0,0
SESS004064,USR07497,22-11-2024,Nov-24,Q4 2024,PROD6985,electronics.camera,Canon,96463.78,10,Mobile,Organic Search,Male,25-34,Kolkata,2,26,Purchase,1,1,1,0,86817.4
SESS004065,USR05989,01-08-2024,Aug-24,Q3 2024,PROD5434,home.decor,Fabindia,6662.2,0,Mobile,Organic Search,Female,18-24,Bangalore,12,8.6,View,0,0,0,0,0
SESS004066,USR02758,04-11-2024,Nov-24,Q4 2024,PROD4863,sports.equipment,Wilson,4732.79,15,Mobile,Paid Ad,Female,35-44,Delhi,4,44.4,View,0,0,0,0,0
SESS004067,USR01276,06-03-2024,Mar-24,Q1 2024,PROD7279,beauty.makeup,L'Oreal,2980.81,30,Mobile,Paid Ad,Male,25-34,Bangalore,6,11.2,View,0,0,0,0,0
SESS004068,USR02266,09-06-2024,Jun-24,Q2 2024,PROD9102,electronics.smartphone,Apple,11863.11,30,Mobile,Organic Search,Female,18-24,Pune,6,42.5,Purchase,1,1,1,0,8304.18
